id	row_type	owner_cluster	player_behavior	source_owners	defs	harmony_patches	bridge_contracts	rw16_touchpoints	rw14_touchpoints	hook_intent	primary_scenario	supporting_scenarios	required_passes	evidence_state	port_delta_state	last_evidence	open_questions	duplicate_guard	notes
PATCH.DamageWorker_AddInjury_ApplyToPawn_Patch	patch	rendering	Burning-zombie fire damage suppresses duplicate hit flash and impact feedback while its injury is being applied.	Source/Patches.cs	not_applicable	DamageWorker_AddInjury_ApplyToPawn_Patch	see owning feature/scenario row	DamageWorker_AddInjury.ApplyToPawn	unknown	Open and close a scoped burning-zombie feedback suppression depth around fire injury application.	F.RENDERING.VISUALS	C.SPECIAL.ZOMBIES;S-Special-Gauntlet	SOURCE_AUDIT;RW16_TARGET_AUDIT	source_only	resolved	current source audit 2026-07-07;Source/Patches.cs	No runtime audio/flash rerun was done for this bookkeeping change.	Patch row owns target shape and hook intent only; visual/audio behavior belongs to F.RENDERING.VISUALS.	The paired draw-tracker, impact-sound, and lifestage-sound rows own the downstream suppression hooks.
PATCH.Pawn_DrawTracker_Notify_DamageApplied_Patch	patch	rendering	Burning-zombie fire damage can suppress pawn draw-tracker damage flashes during the scoped feedback window.	Source/Patches.cs	not_applicable	Pawn_DrawTracker_Notify_DamageApplied_Patch	see owning feature/scenario row	Pawn_DrawTracker.Notify_DamageApplied	unknown	Skip damage flash notification while burning-zombie fire feedback is suppressed.	F.RENDERING.VISUALS	C.SPECIAL.ZOMBIES;S-Special-Gauntlet	SOURCE_AUDIT;RW16_TARGET_AUDIT	source_only	resolved	current source audit 2026-07-07;Source/Patches.cs	No runtime audio/flash rerun was done for this bookkeeping change.	Patch row owns target shape and hook intent only; visual/audio behavior belongs to F.RENDERING.VISUALS.	Source row is tied to the scoped DamageWorker_AddInjury feedback suppression.
PATCH.ImpactSoundUtility_PlayImpactSound_Patch	patch	rendering	Burning-zombie fire damage uses the Zombieland burn damage sound instead of vanilla impact sounds during the scoped feedback window.	Source/Patches.cs;Source/ZombieDefs.cs	not_applicable	ImpactSoundUtility_PlayImpactSound_Patch	see owning feature/scenario row	ImpactSoundUtility.PlayImpactSound	unknown	Replace impact sounds with PlayBurningZombieDamageSound while fire feedback is suppressed.	F.RENDERING.VISUALS	C.SPECIAL.ZOMBIES;S-Special-Gauntlet	SOURCE_AUDIT;RW16_TARGET_AUDIT	source_only	resolved	current source audit 2026-07-07;Source/Patches.cs	No runtime audio rerun was done for this bookkeeping change.	Patch row owns target shape and hook intent only; visual/audio behavior belongs to F.RENDERING.VISUALS.	Complements the scoped burning-zombie feedback suppression family.
PATCH.LifeStageUtility_PlayNearestLifestageSound_Patch	patch	rendering	Burning-zombie fire damage suppresses nearest-lifestage impact sounds during the scoped feedback window.	Source/Patches.cs	not_applicable	LifeStageUtility_PlayNearestLifestageSound_Patch	see owning feature/scenario row	LifeStageUtility.PlayNearestLifestageSound	unknown	Skip pawn lifestage sounds while burning-zombie fire feedback is suppressed.	F.RENDERING.VISUALS	C.SPECIAL.ZOMBIES;S-Special-Gauntlet	SOURCE_AUDIT;RW16_TARGET_AUDIT	source_only	resolved	current source audit 2026-07-07;Source/Patches.cs	No runtime audio rerun was done for this bookkeeping change.	Patch row owns target shape and hook intent only; visual/audio behavior belongs to F.RENDERING.VISUALS.	Complements the scoped burning-zombie feedback suppression family.
PATCH.JobGiver_AIWaitAmbush_TryGiveJob_Patch	patch	hostility	Sightstealer ambush AI rejects doorless targets without logging vanilla missing-door errors while preserving valid door ambush jobs.	Source/Patches.cs;Source/BridgeTools/ZombielandBridgeTools.Anomaly.cs	not_applicable	JobGiver_AIWaitAmbush_TryGiveJob_Patch	zombieland/anomaly_sightstealer_ambush_contract	JobGiver_AIWaitAmbush.TryGiveJob	unknown	Replace sightstealer ambush job selection with a door-aware target search for the affected Anomaly pawn/duty.	E.HOSTILITY.TARGETING	S-Hostility-Area-Workflow	SOURCE_AUDIT;RW16_TARGET_AUDIT;BRIDGE_TOOL_REVIEW	source_only	resolved	Source/BridgeTools/ZombielandBridgeTools.Anomaly.cs;current source audit 2026-07-07	The dedicated ambush bridge contract source exists but was not rerun for this bookkeeping change.	Patch row owns target shape and hook intent only; broader Anomaly targeting belongs to E.HOSTILITY.TARGETING.	Exact row separates this Anomaly ambush edge from generic Zombieland hostile targeting.
PATCH.Pawn_HealthTracker_MakeUndowned_Patch	patch	pathing	Zombies that become undowned refresh avoid-grid influence when their affects-avoid-grid state changes.	Source/Patches.cs;Source/ZombieAvoider.cs;Source/BridgeTools/ZombielandBridgeTools.CorpsesAndAvoidance.cs	not_applicable	Pawn_HealthTracker_MakeUndowned_Patch	zombieland/avoid_grid_death_refresh_contract	Pawn_HealthTracker.MakeUndowned	unknown	Capture the previous avoid-grid state and request a refresh after zombie undowning if needed.	D.PATHING.DOOR_AVOIDANCE	S-Hostility-Area-Workflow;S-Core-Horde-Loop	SOURCE_AUDIT;RW16_TARGET_AUDIT;BRIDGE_TOOL_REVIEW	source_only	resolved	Source/BridgeTools/ZombielandBridgeTools.CorpsesAndAvoidance.cs;current source audit 2026-07-07	No live avoid-grid rerun was done for this bookkeeping change.	Patch row owns target shape and hook intent only; pathing behavior belongs to D.PATHING.DOOR_AVOIDANCE.	The bridge source reflects MakeDowned and MakeUndowned for the avoid-grid refresh fixture family.
PATCH.Map_FinalizeInit_Patch	patch	startup	Map finalization recovers essential Zombieland map state after partial vanilla map init or clean game-init sweeps.	Source/Patches.cs;Source/ZombieBootstrap.cs;Source/ChoiceLetter_ZombielandMapSetupFailed.cs;Source/BridgeTools/ZombielandBridgeTools.Bootstrap.cs	not_applicable	Map_FinalizeInit_Patch	zombieland/bootstrap_recovery_contract	Map.FinalizeInit	unknown	Run bootstrap map-state recovery as a finalizer around Map.FinalizeInit.	A.STARTUP.LOAD	S-Startup-ColdLoad;S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;BRIDGE_TOOL_REVIEW	source_only	resolved	Source/BridgeTools/ZombielandBridgeTools.Bootstrap.cs;current source audit 2026-07-07	Runtime bootstrap recovery contract source exists but was not rerun for this bookkeeping change.	Patch row owns target shape and hook intent only; startup load behavior belongs to A.STARTUP.LOAD.	Exact row assigns the generated map-finalize bootstrap patch name.
PATCH.MapComponentUtility_FinalizeInit_Patch	patch	startup	Per-map-component finalization recovers essential Zombieland map state if vanilla component init is partial or throws.	Source/Patches.cs;Source/ZombieBootstrap.cs;Source/ChoiceLetter_ZombielandMapSetupFailed.cs;Source/BridgeTools/ZombielandBridgeTools.Bootstrap.cs	not_applicable	MapComponentUtility_FinalizeInit_Patch	zombieland/bootstrap_recovery_contract	MapComponentUtility.FinalizeInit	unknown	Run bootstrap map-state recovery as a finalizer around MapComponentUtility.FinalizeInit.	A.STARTUP.LOAD	S-Startup-ColdLoad;S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;BRIDGE_TOOL_REVIEW	source_only	resolved	Source/BridgeTools/ZombielandBridgeTools.Bootstrap.cs;current source audit 2026-07-07	Runtime bootstrap recovery contract source exists but was not rerun for this bookkeeping change.	Patch row owns target shape and hook intent only; startup load behavior belongs to A.STARTUP.LOAD.	Exact row assigns the generated component-finalize bootstrap patch name.
PATCH.RecipeDef_PotentiallyMissingIngredients_Patch	patch	core_zombie	Symbiant severance surgery can be queued through the normal bill path even when ingredients are not immediately present at float-menu time.	Source/Patches.cs;Source/Recipe_SeverSymbiantSymbiosis.cs;Source/BridgeTools/ZombielandBridgeTools.Symbiant.cs	not_applicable	RecipeDef_PotentiallyMissingIngredients_Patch	zombieland/symbiant_severance_contract	RecipeDef.PotentiallyMissingIngredients	unknown	Clear float-menu missing-ingredient blockers only for the SeverSymbiantSymbiosis recipe.	C.SPECIAL.SYMBIANT_INFESTATION	S-Symbiant-Symbiosis	SOURCE_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_COVERAGE.md symbiant evidence;TEST_SCENARIOS.md symbiant severance evidence;current source audit 2026-07-07	No separate ingredient UI gap remains; rerun severance contract if recipe ingredient policy changes.	Patch row owns target shape and hook intent only; symbiant surgery behavior belongs to C.SPECIAL.SYMBIANT_INFESTATION.	The bridge severance contract source enumerates PotentiallyMissingIngredients for the recipe.
PATCH.FloatMenuContext_Constructor_Patch	patch	ui	Symbiants are removed from cached float-menu clicked things and pawns before standard float-menu providers inspect the context.	Source/Patches.cs;Source/ZombieSymbiant.cs	not_applicable	FloatMenuContext_Constructor_Patch	zombieland/symbiant_infestation_state	FloatMenuContext..ctor(List<Pawn>,Vector3,Map)	unknown	Remove ZombieSymbiant entries from clicked thing and pawn caches after FloatMenuContext construction.	C.SPECIAL.SYMBIANT_INFESTATION	S-Symbiant-Symbiosis;S-Defense-Room	SOURCE_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_COVERAGE.md symbiant evidence;TEST_SCENARIOS.md symbiant selection evidence;current source audit 2026-07-07	No separate float-menu context gap remains; rerun symbiant UI contracts if context filtering changes.	Patch row owns target shape and hook intent only; symbiant selection/interaction belongs to C.SPECIAL.SYMBIANT_INFESTATION.	This is distinct from the custom FloatMenuMakerMap option postfix already covered by defense-room evidence.
PATCH.Thing_Ingested_ZeroStackGuard_Patch	patch	contamination	Zero-stack transient ingestibles are removed instead of entering vanilla ingestion amount splitting and logging errors.	Source/ThingIngestionPatches.cs	not_applicable	Thing_Ingested_ZeroStackGuard_Patch	see owning feature/scenario row	Thing.Ingested(Pawn,float)	unknown	Return zero nutrition and remove invalid zero-stack ingestibles before vanilla ingestion continues.	G.CONTAMINATION.C1_STACKS	I.INFECTION.MEDICAL;S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT	source_only	resolved	current source audit 2026-07-07;Source/ThingIngestionPatches.cs	No ingestion runtime rerun was done for this bookkeeping change.	Patch row owns target shape and hook intent only; normal contamination ingestion belongs to G.CONTAMINATION.C1_STACKS.	This guard is separate from the contamination transfer ingestion patch row in ContaminationPatchesMisc.
PATCH.AreaManager_Patches.RemovePrefix	patch	ui	Removing mutable areas captures whether Zombieland risk state should be cleared after vanilla removal.	Source/ZombieAreaManager.cs	not_applicable	AreaManager_Patches.RemovePrefix	zombieland/area_workflow_state	AreaManager.Remove	unknown	Capture Area.Mutable before AreaManager.Remove mutates the area list.	E.HOSTILITY.TARGETING	S-Hostility-Area-Workflow;S-Settings-Persistence;S-Defense-Room	SOURCE_AUDIT;CONTRACT_RUNTIME;VISUAL_UI;LOG_CLEAN	contract_runtime	resolved	TEST_COVERAGE.md area workflow evidence;TEST_SCENARIOS.md area workflow evidence;current source audit 2026-07-07	No open area-removal cleanup gap remains; rerun area workflow if removal state changes.	Patch row owns target shape and hook intent only; dangerous-area UI belongs to S-Hostility-Area-Workflow.	Exact child-method row complements the existing AreaManager SortAreas and CanMakeNewAllowed rows.
PATCH.AreaManager_Patches.RemovePostfix	patch	ui	Removing mutable areas clears their Zombieland risk classification after vanilla removal.	Source/ZombieAreaManager.cs	not_applicable	AreaManager_Patches.RemovePostfix	zombieland/area_workflow_state	AreaManager.Remove	unknown	Clear zombie risk state for areas that were mutable when removal began.	E.HOSTILITY.TARGETING	S-Hostility-Area-Workflow;S-Settings-Persistence;S-Defense-Room	SOURCE_AUDIT;CONTRACT_RUNTIME;VISUAL_UI;LOG_CLEAN	contract_runtime	resolved	TEST_COVERAGE.md area workflow evidence;TEST_SCENARIOS.md area workflow evidence;current source audit 2026-07-07	No open area-removal cleanup gap remains; rerun area workflow if removal state changes.	Patch row owns target shape and hook intent only; dangerous-area UI belongs to S-Hostility-Area-Workflow.	Exact child-method row complements the existing AreaManager SortAreas and CanMakeNewAllowed rows.
PATCH.Dialog_ManageAreas_Patches.InitialSizePostfix	patch	ui	The Manage Areas window grows enough to fit Zombieland risk controls and footer text.	Source/ZombieAreaManager.cs	not_applicable	Dialog_ManageAreas_Patches.InitialSizePostfix	zombieland/area_workflow_state;rimworld/take_screenshot	Dialog_ManageAreas.InitialSize	unknown	Add the risk-column width and footer height to the vanilla dialog size.	E.HOSTILITY.TARGETING	S-Hostility-Area-Workflow;S-Settings-Persistence;S-Defense-Room	SOURCE_AUDIT;CONTRACT_RUNTIME;VISUAL_UI;LOG_CLEAN	contract_runtime	resolved	TEST_COVERAGE.md area workflow evidence;TEST_SCENARIOS.md area workflow evidence;coverage/ZL_UI_SURFACE_INDEX.tsv;current source audit 2026-07-07	No open Manage Areas sizing gap remains; rerun area UI workflow if layout constants change.	Patch row owns target shape and hook intent only; dangerous-area UI belongs to S-Hostility-Area-Workflow.	Exact child-method row complements the existing Dialog_ManageAreas constructor and contents rows.
PATCH.Dialog_ManageAreas_Patches.DoWindowContentsPostfix	patch	ui	The Manage Areas window renders the Zombieland risk footer after vanilla contents.	Source/ZombieAreaManager.cs	not_applicable	Dialog_ManageAreas_Patches.DoWindowContentsPostfix	zombieland/area_workflow_state;rimworld/take_screenshot	Dialog_ManageAreas.DoWindowContents	unknown	Draw the risk-column footer text and arrow hints in the patched manage-areas dialog.	E.HOSTILITY.TARGETING	S-Hostility-Area-Workflow;S-Settings-Persistence;S-Defense-Room	SOURCE_AUDIT;CONTRACT_RUNTIME;VISUAL_UI;LOG_CLEAN	contract_runtime	resolved	TEST_COVERAGE.md area workflow evidence;TEST_SCENARIOS.md area workflow evidence;coverage/ZL_UI_SURFACE_INDEX.tsv;current source audit 2026-07-07	No open Manage Areas footer gap remains; rerun area UI workflow if footer rendering changes.	Patch row owns target shape and hook intent only; dangerous-area UI belongs to S-Hostility-Area-Workflow.	Exact child-method row complements the existing Dialog_ManageAreas contents row.
PATCH.Dialog_ManageAreas_Patches.DoAreaRowPostfix	patch	ui	Each Manage Areas row renders Zombieland risk controls beside the vanilla area row.	Source/ZombieAreaManager.cs	not_applicable	Dialog_ManageAreas_Patches.DoAreaRowPostfix	zombieland/area_workflow_state;rimworld/take_screenshot	Dialog_ManageAreas.DoAreaRow	unknown	Draw the per-area zombie-risk button and preserve GUI state around the row extension.	E.HOSTILITY.TARGETING	S-Hostility-Area-Workflow;S-Settings-Persistence;S-Defense-Room	SOURCE_AUDIT;CONTRACT_RUNTIME;VISUAL_UI;LOG_CLEAN	contract_runtime	resolved	TEST_COVERAGE.md area workflow evidence;TEST_SCENARIOS.md area workflow evidence;coverage/ZL_UI_SURFACE_INDEX.tsv;current source audit 2026-07-07	No open Manage Areas row-control gap remains; rerun area UI workflow if row rendering changes.	Patch row owns target shape and hook intent only; dangerous-area UI belongs to S-Hostility-Area-Workflow.	Exact child-method row complements the existing Dialog_ManageAreas contents row.
SRC.ReleaseReadinessSourceBackstop	supporting_infra	supporting_infra	Helper and bridge source files discovered by the release-readiness inventory remain assigned while behavior stays on owning feature, patch, and bridge rows.	Source/BridgeTools/ZombielandBridgeTools.Bootstrap.cs;Source/BridgeTools/ZombielandBridgeTools.Cleanup.cs;Source/BridgeTools/ZombielandBridgeTools.RimCities.cs;Source/ChoiceLetter_ZombielandMapSetupFailed.cs;Source/ContaminationThresholds.cs;Source/RimHudIntegration.cs;Source/StorytellerEventFilterSupport.cs;Source/StorytellerEventFilters.cs;Source/ThingIngestionPatches.cs;Source/ZombieBootstrap.cs;Source/ZombielandBridgeToolVisibility.cs	not_applicable	not_applicable	zombieland/bootstrap_recovery_contract;zombieland/storyteller_event_cleanup;zombieland/rimcities_fog_reveal_contract;zombieland/incident_threat_state	coverage-inventory source path scan	unknown	Source ownership backstop for files surfaced by the July 2026 patch/source inventory refresh.	A.HARMONY.INVENTORY	J.BRIDGE.TOOLS;H.QUESTS.INCIDENTS;K.OPTIONAL.INTEGRATIONS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW	source_only	resolved	scripts/coverage-inventory.sh --source-paths 2026-07-07	Backstop row only; retire or split if any helper becomes a new standalone player-facing behavior owner.	Backstop only; exact behavior remains on the patch, feature, integration, and bridge rows referenced by each source file.	This row prevents helper-only files from showing as unassigned source paths while avoiding a false runtime backlog.
